Passport,AF,AL,DZ,AD,AO,AG,AR,AM,AU,AT,AZ,BS,BH,BD,BB,BY,BE,BZ,BJ,BT,BO,BA,BW,BR,BN,BG,BF,BI,KH,CM,CA,CV,CF,TD,CL,CN,CO,KM,CG,CD,CR,CI,HR,CU,CY,CZ,DK,DJ,DM,DO,EC,EG,SV,GQ,ER,EE,SZ,ET,FJ,FI,FR,GA,GM,GE,DE,GH,GR,GD,GT,GN,GW,GY,HT,HN,HK,HU,IS,IN,ID,IR,IQ,IE,IL,IT,JM,JP,JO,KZ,KE,KI,XK,KW,KG,LA,LV,LB,LS,LR,LY,LI,LT,LU,MO,MG,MW,MY,MV,ML,MT,MH,MR,MU,MX,FM,MD,MC,MN,ME,MA,MZ,MM,NA,NR,NP,NL,NZ,NI,NE,NG,KP,MK,NO,OM,PK,PW,PS,PA,PG,PY,PE,PH,PL,PT,QA,RO,RU,RW,KN,LC,WS,SM,ST,SA,SN,RS,SC,SL,SG,SK,SI,SB,SO,ZA,KR,SS,ES,LK,VC,SD,SR,SE,CH,SY,TW,TJ,TZ,TH,TL,TG,TO,TT,TN,TR,TM,TV,UG,UA,AE,GB,US,UY,UZ,VU,VA,VE,VN,YE,ZM,ZW
MK,0,3,0,3,0,3,3,1,0,3,1,3,0,1,0,3,3,0,0,0,1,3,0,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,0,2,3,3,3,3,3,1,3,3,3,1,3,0,0,3,0,1,0,3,3,1,3,0,3,0,3,0,3,0,1,0,3,3,3,3,3,2,3,1,0,0,3,3,1,3,1,0,1,0,3,0,1,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,0,1,1,0,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,-1,3,1,0,1,3,3,0,0,3,0,3,3,3,3,0,1,0,0,1,3,0,0,0,3,1,0,3,3,3,0,1,0,0,0,3,2,3,0,0,3,3,0,3,0,1,0,1,1,0,0,3,3,0,1,1,3,0,0,0,0,1,0,3,0,1,0,1,1
NO,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,-1,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,1,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,1,0,3,1,3,3,3,2,3,3,3,3,3,3,0,1,1
OM,0,0,0,0,0,0,0,1,0,0,1,3,3,1,0,3,0,0,0,0,1,3,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,3,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,0,0,3,0,1,0,3,3,1,1,0,3,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,3,0,3,0,0,0,0,3,1,0,0,0,1,0,3,1,0,0,0,0,0,-1,0,1,3,0,0,1,0,3,0,0,3,0,0,1,0,0,1,0,0,3,1,3,1,0,3,0,0,0,1,0,3,0,0,2,3,0,0,0,0,3,1,1,1,3,1,1,0,0,3,1,0,1,1,0,3,2,0,0,1,3,0,0,0,1,0,0
PK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
PW,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,0,3,3,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,2,3,1,3,3,3,1,3,0,3,1,0,0,0,3,0,1,3,3,3,1,3,0,3,0,3,0,0,0,1,0,3,0,3,3,3,2,3,1,0,0,3,3,0,0,1,0,1,3,3,0,0,1,3,0,1,0,0,3,3,3,1,1,1,3,1,0,3,3,1,1,3,3,3,3,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,3,0,0,-1,3,3,1,0,3,3,3,3,1,3,3,1,0,1,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,3,0,1,0,1,1,1,0,0,1,0,1,1,0,0,3,3,0,1,3,3,0,1,0,0,1
PS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1
PA,0,3,0,3,0,3,3,1,0,3,1,3,0,1,3,3,3,3,0,0,3,3,0,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,0,1,0,3,3,1,0,3,3,0,3,0,3,0,1,3,0,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,1,0,3,0,0,1,3,1,1,0,0,3,3,3,1,1,1,3,1,0,3,0,1,1,3,3,3,3,0,3,0,1,1,0,0,1,3,0,3,0,0,0,3,3,0,0,1,3,-1,0,3,3,3,3,3,3,3,3,1,3,3,1,3,0,0,0,0,1,0,3,3,3,0,1,3,3,0,3,2,3,0,1,3,3,0,1,0,1,0,1,1,0,3,0,3,0,1,1,3,0,3,0,3,1,0,3,0,1,0,1,1
PG,0,0,0,0,0,3,0,1,0,0,0,3,0,3,0,0,0,3,0,0,1,0,3,0,0,0,0,0,1,0,2,1,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,1,3,3,3,1,0,0,0,0,3,1,3,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,0,3,0,3,0,0,0,3,0,3,0,0,1,0,0,3,0,0,0,0,0,1,1,1,3,1,0,0,1,1,3,0,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,3,-1,0,3,3,0,0,1,0,0,1,3,1,1,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,1,1,0,0,3,0,0,0,3,0,0,1,0,0,1
PY,0,3,0,3,0,0,3,1,0,3,1,3,1,1,0,0,3,3,0,0,3,3,3,3,0,3,1,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,0,0,3,0,3,0,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,1,0,3,0,0,1,3,0,1,0,0,3,3,3,1,1,1,3,1,0,3,0,1,3,3,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,3,3,1,0,1,3,3,0,-1,3,3,3,3,3,3,3,1,3,1,1,3,0,0,0,3,1,0,3,3,3,0,1,3,3,0,3,2,3,0,1,3,3,0,3,0,1,0,1,1,0,0,0,3,0,1,1,3,3,3,0,3,1,0,3,3,0,0,1,1
PE,0,3,0,3,0,3,3,1,0,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,0,1,3,3,3,1,0,0,3,0,3,0,3,0,1,3,3,3,3,3,3,2,3,1,0,0,3,3,3,0,1,0,1,0,0,0,0,1,3,1,1,0,0,3,3,3,1,1,1,3,1,0,3,1,1,1,3,3,3,3,0,3,3,1,1,0,0,1,3,0,1,0,0,0,3,3,0,0,1,3,3,1,3,-1,3,3,3,3,3,3,1,3,1,1,3,0,0,0,3,1,0,3,3,3,0,1,3,3,0,3,2,3,0,1,3,3,0,1,0,1,3,1,1,0,3,0,3,0,1,1,0,0,0,0,3,1,3,3,3,1,0,1,1
PH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,1,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,1,0,3,0,3,0,0,2,3,1,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,3,1,1,3,1,0,0,1,1,1,0,3,0,0,3,0,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,3,-1,0,0,1,0,0,3,0,1,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,2,3,0,3,0,0,0,3,1,1,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,0,0,3,0,0,0
PL,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,-1,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,0,3,3,0,3,1,1,3,3,1,3,3,3,1,0,3,1,3,3,3,0,3,3,3,3,3,1,0,1,1
PT,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,1,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,-1,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,1,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
QA,0,0,0,0,0,0,3,3,0,0,1,3,0,1,0,3,0,0,0,0,1,3,3,0,1,0,0,0,1,0,0,1,0,0,0,3,3,1,0,0,3,2,0,1,0,0,0,1,3,3,3,0,3,0,0,0,3,1,0,0,0,1,0,3,0,0,0,0,3,0,1,0,3,3,3,0,0,2,3,1,0,0,0,0,0,0,3,0,1,0,3,3,0,1,0,3,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,3,0,3,0,0,0,3,3,1,1,0,0,1,0,3,3,0,0,0,0,0,3,0,1,3,3,0,1,0,3,0,0,-1,0,0,1,3,0,1,0,3,0,1,3,1,0,3,0,0,0,1,0,3,0,0,2,3,3,0,0,0,3,1,1,1,3,1,1,0,0,3,3,0,1,1,3,0,2,0,0,1,3,0,0,1,1,0,0
RO,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,3,3,3,0,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,1,3,1,3,1,3,3,1,1,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,-1,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,0,3,0,3,2,3,0,0,3,3,0,3,1,3,1,3,1,3,3,3,3,0,3,1,3,3,3,0,3,3,3,3,3,1,0,3,1
RU,0,0,0,0,1,3,3,3,0,0,3,3,1,1,3,3,0,0,0,0,3,3,3,3,3,0,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,0,3,0,0,0,1,3,3,3,1,3,0,0,0,3,1,3,0,0,1,3,3,0,0,0,3,3,0,1,3,3,3,3,0,0,2,3,1,0,0,3,0,3,0,1,3,1,0,0,0,3,3,0,1,1,0,0,0,0,0,3,1,0,3,1,0,0,1,1,3,2,3,3,0,3,3,3,1,1,3,1,1,0,0,3,0,0,0,3,0,1,0,3,3,3,0,3,3,3,0,0,3,0,-1,1,3,3,3,0,3,0,1,3,3,0,0,0,0,0,1,3,3,0,0,2,3,0,0,0,0,0,3,3,1,3,1,1,1,3,3,3,0,1,1,3,3,0,0,3,3,3,0,3,3,0,1,1
RW,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,0,1,1,3,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,-1,0,0,1,0,3,0,1,0,1,0,3,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,1
KN,0,3,0,3,0,3,3,1,0,3,0,3,0,3,3,0,3,3,0,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,3,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,3,0,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,1,3,0,0,3,3,3,1,1,3,3,1,0,3,0,1,3,0,3,0,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,3,3,0,0,1,3,3,0,0,3,3,3,3,1,3,3,1,-1,3,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,3,3,3,0,3,0,3,0,1,1,1,3,3,3,0,1,1,3,0,3,0,3,1,3,3,3,0,0,3,3
LC,0,0,0,3,0,3,3,1,0,3,0,3,0,1,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,3,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,0,1,3,0,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,3,0,0,1,3,3,0,0,3,3,3,3,1,3,0,1,3,-1,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,3,3,3,0,3,0,3,0,1,1,1,3,3,1,0,1,1,0,0,3,0,0,1,3,3,3,0,0,3,3
WS,0,0,0,3,0,3,0,1,0,3,0,3,0,3,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,2,1,0,0,0,0,3,1,0,0,3,2,3,1,3,3,3,1,3,0,3,1,0,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,0,0,1,0,3,0,3,3,3,2,3,1,0,3,0,3,3,0,1,0,3,3,3,0,0,1,3,1,3,0,0,3,3,3,3,1,3,3,1,0,3,1,1,3,0,3,3,3,0,3,0,1,0,0,1,1,3,0,1,0,0,0,0,3,0,3,1,3,3,1,0,3,3,3,3,1,3,3,1,0,3,-1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,0,0,3,0,1,1,1,3,0,1,0,1,1,0,0,3,0,0,1,3,3,0,0,0,3,3
SM,0,3,0,3,0,3,3,3,2,3,1,3,1,1,3,3,3,0,0,0,1,3,3,3,0,3,0,0,1,0,2,3,0,0,3,3,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,0,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,0,3,0,3,1,1,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,0,1,3,3,3,3,3,0,3,3,1,0,0,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,0,3,3,3,3,3,3,0,1,0,3,1,-1,3,0,0,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,0,3,3,0,3,0,1,1,1,1,0,0,3,3,0,1,1,3,3,3,2,3,3,3,3,3,1,0,1,1
ST,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,1,3,0,3,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,3,3,3,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,3,3,0,0,0,3,0,0,1,0,0,3,0,1,1,0,-1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SA,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,3,3,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,3,1,0,0,0,0,0,0,3,0,1,0,3,3,3,1,0,3,1,0,0,0,0,0,1,1,1,3,1,0,0,0,1,3,0,3,0,0,0,0,3,1,1,0,0,1,0,3,3,0,0,0,0,0,3,0,1,3,3,0,0,0,3,0,0,3,0,0,1,3,0,1,0,0,-1,0,0,1,0,0,0,0,0,1,0,3,0,0,2,3,0,0,0,0,3,1,1,1,1,1,1,0,0,3,1,0,1,1,0,3,0,0,0,1,3,0,0,0,1,0,0
SN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,3,3,3,0,0,0,1,1,0,0,3,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,3,1,3,0,0,3,1,0,3,0,0,0,0,3,1,0,0,0,1,0,0,1,3,3,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,3,0,1,1,0,0,0,-1,0,1,3,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
RS,0,3,0,3,0,0,3,1,0,3,1,0,0,1,0,3,3,0,0,0,1,3,0,3,0,3,0,0,1,0,0,1,0,0,3,3,3,1,0,0,3,2,3,3,3,3,3,1,3,3,3,1,0,0,0,3,3,1,3,3,3,1,3,3,3,0,3,0,0,0,1,0,3,0,3,3,3,2,3,1,0,0,3,3,1,3,1,3,1,0,3,1,3,1,3,1,1,0,0,3,3,3,3,1,0,1,1,0,3,0,1,1,0,3,3,3,3,3,0,1,1,0,0,1,3,0,1,0,0,0,3,3,1,0,1,3,3,0,0,3,0,3,3,1,3,3,1,0,0,1,3,0,0,0,-1,1,0,3,3,3,0,1,0,3,0,3,2,3,0,3,3,3,0,0,0,1,0,1,1,0,3,3,3,0,1,1,3,0,0,0,3,3,3,3,0,1,0,3,1
SC,0,3,3,3,3,3,0,0,0,3,1,3,0,3,3,3,3,3,3,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,3,3,3,1,3,3,3,1,3,3,3,1,0,0,0,3,3,1,3,3,3,1,3,3,3,1,3,3,0,0,1,0,3,0,3,3,3,2,3,1,0,3,0,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,3,1,3,3,1,0,3,1,1,3,0,3,3,3,0,3,0,1,0,3,0,1,3,3,1,0,3,0,3,3,1,0,1,3,3,0,0,0,3,3,3,3,3,3,3,3,3,1,3,0,0,1,3,-1,0,3,3,3,0,1,3,3,0,3,1,3,0,0,3,3,0,0,0,3,0,1,1,1,3,3,3,0,1,3,0,3,3,0,3,1,3,3,0,0,0,3,3
SL,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,1,0,3,0,0,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,3,0,3,0,0,0,0,0,3,1,3,0,0,1,3,0,0,3,0,3,0,3,3,0,3,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,3,1,3,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,3,0,1,-1,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,1,3,0,3,0,0,0,0,3,0,0,0,0,0,0
SG,0,3,0,3,3,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,3,3,3,3,0,3,0,2,3,0,0,3,3,3,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,3,3,3,3,1,3,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,3,3,3,1,3,0,0,3,3,1,0,-1,3,3,1,1,3,3,0,3,1,3,0,1,3,3,0,3,1,3,3,1,1,1,3,3,3,0,1,3,0,3,3,2,3,3,3,3,0,3,0,3,3
SK,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,0,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,-1,3,3,1,0,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
SI,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,-1,3,1,0,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
SB,0,0,0,3,0,3,0,1,0,3,0,3,0,1,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,2,1,0,0,0,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,3,0,1,0,3,3,0,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,1,3,1,0,3,1,1,3,0,3,3,3,0,0,0,1,0,0,1,1,3,0,3,0,0,0,0,3,0,0,1,3,3,1,0,3,3,3,3,1,3,0,1,3,3,1,3,0,0,1,0,1,0,3,3,3,-1,1,0,3,0,3,2,3,0,0,3,3,0,1,0,3,0,1,1,1,3,0,0,0,1,3,0,0,3,0,0,1,3,3,0,1,0,3,3
SO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,0,0,0,0,3,3,3,1,0,0,1,3,0,0,3,0,0,3,3,0,1,0,3,3,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,2,0,1,0,0,0,1,3,3,3,0,3,0,0,0,3,1,3,0,0,1,0,3,0,1,0,3,3,0,1,3,3,3,3,0,0,2,3,1,0,3,3,0,3,0,1,0,3,0,3,0,1,1,0,0,3,0,0,0,0,0,3,1,3,3,1,0,0,1,1,3,0,3,0,0,0,0,0,3,1,3,0,1,0,0,3,0,0,0,0,0,1,0,1,3,3,0,3,3,3,0,0,3,0,3,1,3,3,1,0,0,0,1,0,1,0,3,0,0,0,1,-1,3,0,0,2,3,0,0,0,0,0,0,1,3,3,1,1,0,3,3,1,0,1,1,0,0,0,0,3,0,3,0,3,0,0,3,3
