Passport,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
JOR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,90,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VR,VR,90,90,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,360,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,30,VR,VR,90,VR,30,VOA,VR,VR,VR,VR,VR,VR,VR,-1,VR,VR,ETA,VR,ETA,VR,90,VR,VR,VR,180,VR,30,VR,VR,VOA,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,ETA,ETA,ETA,ETA,90,VR,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VF,VR,ETA,VR,ETA,VR,ETA,VR,VR,90,90,ETA,VR,ETA,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,90,ETA,30,VR,VR
JPN,VR,ETA,90,90,30,90,180,180,VOA,90,ETA,VR,90,VR,VR,ETA,90,ETA,90,90,30,90,90,90,90,14,VR,90,VR,VOA,90,90,15,VOA,VR,VR,VR,90,ETA,ETA,90,ETA,90,90,90,ETA,180,90,VF,VR,90,ETA,VR,90,90,ETA,90,120,90,30,ETA,180,360,ETA,ETA,VR,ETA,VR,90,90,90,90,90,90,90,90,90,30,VOA,VF,ETA,VR,90,90,90,30,ETA,-1,30,ETA,60,ETA,120,90,90,ETA,15,ETA,VR,VR,42,90,VOA,90,90,90,90,90,90,90,90,ETA,ETA,180,ETA,90,VR,90,30,90,30,ETA,ETA,90,ETA,90,90,VR,ETA,90,90,90,ETA,VR,VOA,ETA,ETA,180,180,30,ETA,ETA,90,VR,90,90,VF,30,90,VR,ETA,ETA,VR,90,30,ETA,ETA,90,90,ETA,90,VR,15,90,90,90,90,30,ETA,VR,VR,ETA,30,ETA,VR,ETA,ETA,90,90,90,ETA,90,ETA,ETA,90,90,VOA,30,90,30,90,15,30,ETA,90,VR,90,ETA,ETA
KAZ,VR,VR,90,VR,ETA,30,180,180,VR,VR,90,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VF,VR,ETA,30,28,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,90,ETA,ETA,90,ETA,VR,VR,VR,ETA,21,VR,VF,VR,90,ETA,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,360,VR,ETA,90,ETA,VR,VR,VR,VR,VR,14,VR,VR,90,VR,30,VOA,VR,ETA,VR,VR,VR,VR,ETA,ETA,VR,-1,ETA,VF,ETA,VR,VR,30,VR,ETA,ETA,VR,VR,VR,VR,VOA,ETA,VR,VR,VR,ETA,VR,VR,90,ETA,ETA,VR,ETA,VR,VR,VR,ETA,VR,90,ETA,ETA,ETA,ETA,30,90,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,VR,VR,VF,30,VR,VF,ETA,ETA,VR,ETA,VR,VR,ETA,VR,VR,ETA,30,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,ETA,VF,VR,ETA,VR,VR,VR,90,ETA,VR,VR,ETA,90,VR,VR,VF,VR,30,VR,ETA,VR,ETA,VR,VR,VR,ETA,ETA
KEN,VR,VR,VR,VR,VR,VR,VR,180,VR,VR,VR,90,VR,90,ETA,VR,VR,VR,90,VR,VR,VR,ETA,VR,180,VR,VR,90,VR,VR,VR,VR,VR,VOA,VR,ETA,VR,VR,ETA,ETA,VR,90,VR,VR,VR,ETA,180,VR,VR,VR,VR,VR,VR,VR,VR,360,VR,120,VR,30,ETA,VR,VR,90,ETA,90,ETA,VR,VR,90,VR,VR,90,VR,VR,90,VR,30,VOA,VR,ETA,VR,VR,VR,VR,VF,ETA,VR,VR,-1,VR,ETA,120,90,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,90,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,ETA,ETA,90,90,30,90,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,180,VR,30,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,180,VR,ETA,ETA,30,VR,ETA,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,30,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VF,VR,VR,ETA,VR,90,90,VR,VR,VR,VR,VR,30,VR,VR,30,ETA,VR,VR,VR,90,90
KGZ,VR,VR,VR,VR,VR,VR,180,180,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VF,VR,ETA,VR,28,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,360,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,30,VOA,VR,ETA,VR,VR,VR,VR,ETA,ETA,VR,90,ETA,-1,ETA,VR,VR,VR,VR,ETA,ETA,VR,VR,ETA,VR,VOA,ETA,VR,VR,VR,ETA,VR,VR,90,ETA,ETA,VR,ETA,VR,VR,VR,ETA,VR,90,ETA,ETA,ETA,ETA,90,90,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,VR,VR,VF,ETA,VR,VF,ETA,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,90,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VF,VR,ETA,VR,VR,VR,90,ETA,VR,VR,ETA,90,VR,VR,60,VR,30,VR,30,VR,ETA,VR,VR,VR,VR,ETA
KHM,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,14,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VR,VR,90,ETA,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,VR,ETA,ETA,90,ETA,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,30,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,-1,VR,VR,VR,ETA,30,VR,VR,VR,ETA,VR,VOA,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,14,VR,VR,ETA,ETA,ETA,ETA,30,ETA,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,180,VR,30,ETA,VR,VR,VR,VR,VR,VF,ETA,VR,VR,ETA,VR,VR,ETA,30,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,14,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,ETA,ETA,VR,VR,VR,ETA,VR,30,VR,30,VR,ETA,VR,VR,VR,ETA,VR
KIR,VR,VR,VR,90,90,VR,ETA,180,VR,90,VR,VR,90,VR,VR,ETA,90,VR,90,90,VR,VF,ETA,VR,180,VR,VR,90,VR,VR,90,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,90,ETA,90,90,90,ETA,180,90,VF,VR,90,ETA,VR,90,90,ETA,90,120,90,30,ETA,180,VR,ETA,ETA,90,ETA,VR,90,90,VR,VR,90,VR,90,90,90,30,VOA,VF,ETA,VR,90,VR,90,VF,ETA,VR,VR,90,VR,ETA,-1,90,30,VR,ETA,VR,VR,VR,42,90,VOA,90,90,90,90,30,VR,90,90,ETA,ETA,VR,ETA,VR,VR,90,VR,VR,VR,ETA,ETA,90,90,30,VR,VR,ETA,ETA,90,90,ETA,VR,VR,VR,VR,180,180,30,ETA,ETA,90,VR,90,VR,VF,ETA,90,VR,ETA,VR,VR,ETA,30,ETA,ETA,VR,90,ETA,VR,VR,VR,ETA,90,90,90,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,ETA,VF,90,VR,ETA,ETA,90,ETA,VR,VR,VR,ETA,90,30,VR,VR,30,ETA,90,VR,VR,90,90
KNA,VR,VR,90,90,VR,90,ETA,180,VR,90,VR,VR,90,VR,VR,90,90,VR,90,90,30,VF,ETA,90,180,VR,VR,90,VR,VR,90,90,VR,VOA,VR,VR,VR,90,ETA,ETA,90,30,90,90,90,ETA,VF,90,VF,VR,90,ETA,VR,90,90,ETA,90,120,90,30,ETA,180,360,ETA,ETA,90,ETA,VR,90,VF,90,90,90,90,90,90,90,30,VOA,VF,ETA,VR,90,90,90,VF,ETA,VR,VR,90,VR,ETA,120,-1,90,VR,ETA,ETA,VR,VR,VF,90,VOA,90,90,90,90,ETA,VR,90,90,ETA,ETA,VR,VR,90,VR,90,VR,90,VR,ETA,ETA,90,90,30,VR,VR,ETA,90,90,90,ETA,VR,VR,VR,ETA,180,180,30,ETA,VR,90,VR,90,VR,VF,ETA,90,90,90,VR,VR,ETA,30,ETA,VR,90,90,ETA,90,VR,VR,90,90,90,90,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,ETA,VF,90,90,ETA,30,90,ETA,90,90,VR,30,90,VF,90,VR,30,ETA,90,VR,VR,90,90
KOR,VR,ETA,VF,90,30,90,180,180,VOA,90,ETA,VR,90,VR,VR,ETA,90,ETA,90,90,30,90,ETA,90,90,30,VR,90,VR,VOA,90,90,VR,VOA,VR,VR,VR,90,ETA,ETA,90,ETA,90,90,90,ETA,180,90,VF,VR,90,ETA,VR,90,90,ETA,90,120,90,30,ETA,180,360,ETA,ETA,90,ETA,VR,90,90,90,30,90,90,90,90,90,30,VOA,VF,ETA,VR,90,90,90,90,ETA,90,30,ETA,60,ETA,30,90,-1,ETA,30,ETA,VR,VR,42,90,VOA,14,90,90,90,90,90,90,90,ETA,ETA,180,ETA,90,VR,90,30,90,VR,ETA,ETA,90,ETA,90,ETA,VR,ETA,90,90,90,ETA,VR,VOA,ETA,ETA,180,180,30,ETA,ETA,90,VR,90,30,VF,30,90,60,ETA,ETA,VR,90,90,ETA,ETA,90,90,ETA,90,VR,15,30,90,90,90,30,ETA,VR,VR,ETA,90,ETA,VR,ETA,ETA,90,90,90,ETA,90,ETA,ETA,90,90,VOA,30,90,30,90,15,30,ETA,90,VR,30,ETA,ETA
KWT,VR,VR,90,VR,90,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VF,90,90,30,VR,ETA,VR,VR,ETA,VR,90,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VF,VR,90,90,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VOA,360,VR,ETA,VR,ETA,VR,VR,VR,90,VR,30,90,VR,90,VR,30,VR,VR,ETA,VR,VR,VR,VR,VR,90,VR,30,ETA,60,ETA,VR,90,90,-1,ETA,180,VR,VR,42,VR,VOA,ETA,VR,VR,VR,ETA,90,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,90,ETA,ETA,ETA,90,ETA,90,VR,VR,ETA,90,VR,VR,ETA,VR,VOA,90,ETA,180,VR,30,ETA,VR,VR,VR,VR,VR,VF,VF,VR,VR,ETA,VF,VF,ETA,30,ETA,ETA,90,VR,ETA,90,VR,15,ETA,VR,VR,VR,30,ETA,VF,VR,ETA,30,ETA,VR,ETA,VR,VR,90,90,ETA,ETA,ETA,ETA,VR,VR,VR,ETA,VR,30,VR,VR,30,ETA,90,ETA,VR,VR,ETA
LAO,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,30,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VR,VR,90,ETA,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,VR,ETA,ETA,90,ETA,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,30,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,30,VR,VR,VR,ETA,-1,VR,VR,VR,VR,VR,VOA,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,14,VR,30,ETA,ETA,VR,ETA,30,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,VR,VR,VF,ETA,VR,30,ETA,VR,VR,ETA,30,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,30,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,ETA,ETA,VR,VR,VR,ETA,VR,30,VR,30,VR,ETA,VR,VR,VR,ETA,VR
LBN,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,360,ETA,ETA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,30,VR,VR,30,ETA,VR,VR,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,-1,VR,VR,VR,VR,VOA,ETA,VR,VR,VR,90,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,ETA,ETA,ETA,90,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VF,30,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VF,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,90,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR
LBR,VR,VR,VR,VR,180,VR,VR,VR,VR,VR,VR,VR,VR,90,VF,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,90,VR,VR,VR,90,VR,VR,VR,VR,90,VR,VR,VR,VR,ETA,VF,VR,ETA,VR,VR,VR,ETA,21,VR,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,VR,VF,VF,VF,VF,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,VR,-1,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,VR,VR,VF,VR,VR,VR,VR,ETA,ETA,ETA,ETA,VR,ETA,VF,VF,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,90,30,VR,VF,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,VF,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,ETA,ETA,VR,VR,VR,VR,VR,30,VR,VR,VR,ETA,VR,VR,VR,VR,VR
LBY,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,90,ETA,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,21,VR,VR,90,VR,VR,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,VR,ETA,ETA,90,ETA,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,-1,VR,VR,VOA,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,90,VR,ETA,14,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VF,ETA,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,90,VR,ETA,VR,ETA,ETA,VR,VR,VR,VR,VR,30,VR,VR,VR,ETA,VR,VR,VR,VR,VR
LCA,VR,VR,VR,90,VR,90,ETA,180,VR,90,VR,VR,90,VR,VR,ETA,90,VR,90,90,VR,VF,ETA,VR,180,VR,VR,90,VR,VR,90,90,VR,VOA,VR,VR,VR,90,ETA,ETA,90,30,90,90,90,ETA,VF,90,VF,VR,90,ETA,VR,90,90,ETA,90,120,90,30,ETA,180,VR,ETA,ETA,90,ETA,VR,90,VF,90,90,90,90,90,90,90,30,VOA,VF,ETA,VR,90,90,90,VF,ETA,VR,VR,90,VR,ETA,120,VF,90,VR,ETA,VR,VR,VR,-1,90,VOA,90,90,90,90,ETA,VR,90,90,ETA,ETA,VR,VR,VR,VR,90,VR,90,VR,ETA,ETA,90,90,30,VR,VR,ETA,90,90,90,ETA,VR,VR,VR,ETA,180,180,30,ETA,VR,90,VR,90,VR,VF,ETA,90,VR,ETA,VR,VR,ETA,30,ETA,ETA,90,90,ETA,VR,VR,VR,90,90,90,90,30,ETA,VR,VR,ETA,VR,VR,VR,ETA,ETA,VF,90,ETA,ETA,30,90,ETA,VR,VR,VR,30,90,VF,90,VR,30,ETA,90,VR,VR,90,90
LIE,VR,VR,90,VF,90,90,180,180,VOA,VF,ETA,VR,VF,VR,ETA,ETA,VF,ETA,240,90,30,VR,90,90,180,90,VR,90,VR,VOA,VF,90,VR,VOA,VR,VR,VR,90,ETA,30,90,ETA,VF,VF,VF,ETA,21,VF,VF,VR,90,ETA,VR,VF,VF,ETA,VF,120,VF,90,ETA,VF,360,ETA,ETA,90,ETA,VR,VF,90,90,VR,90,90,VF,90,VF,30,VOA,VF,ETA,VR,VF,90,VF,90,ETA,90,30,ETA,60,ETA,120,90,90,ETA,ETA,ETA,VR,VR,42,-1,VOA,ETA,VF,VF,VF,90,90,VF,90,ETA,ETA,180,VR,90,VR,VF,VR,90,VR,ETA,ETA,90,ETA,90,90,VR,ETA,90,VF,VF,ETA,VR,VOA,ETA,VR,180,90,30,ETA,ETA,VF,VR,VF,90,VF,90,VF,VR,ETA,ETA,VR,ETA,30,90,ETA,90,VF,ETA,90,VR,15,ETA,VF,VF,VF,VR,ETA,VR,VR,ETA,30,ETA,VR,90,90,90,90,90,90,90,ETA,ETA,90,90,VOA,30,VF,30,90,ETA,30,ETA,90,VR,90,ETA,ETA
LKA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,90,VR,VR,VR,ETA,VR,180,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,ETA,180,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,VR,VR,ETA,90,ETA,VR,VR,90,VR,VR,VR,VR,VR,90,VR,30,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,90,VR,VR,ETA,VR,VR,VR,VR,VR,-1,VF,VR,VR,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,ETA,ETA,ETA,ETA,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,30,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,30,VR,VR,30,ETA,VR,VR,VR,VR,VR
LSO,VR,ETA,VR,VR,VR,VR,VR,180,VR,VR,VR,VR,VR,90,VR,90,VR,VR,90,VR,VR,VF,ETA,VR,180,VR,VR,90,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,ETA,ETA,VR,ETA,VR,VR,VR,ETA,180,VR,VR,VR,90,VR,VR,VR,VR,ETA,VR,120,VR,30,ETA,VR,VR,90,ETA,90,ETA,VR,VR,90,VR,28,14,VR,VR,90,VR,30,VOA,VF,ETA,VR,VR,90,VR,VF,ETA,90,VR,90,VR,ETA,120,90,60,VR,VR,VR,VR,VR,42,VR,VOA,-1,VR,VR,VR,ETA,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,ETA,90,90,30,90,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,VR,VR,VF,ETA,VR,VR,ETA,VR,VR,ETA,30,VR,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,30,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VF,VR,VR,ETA,VR,90,90,VR,VR,VR,VR,VR,30,VR,VR,30,ETA,90,VR,30,90,90
LTU,VR,ETA,90,VF,90,90,180,180,VOA,VF,ETA,VR,VF,VR,ETA,ETA,VF,ETA,90,90,30,VF,90,90,90,90,VR,90,VR,VOA,VF,90,VR,VOA,VR,VR,VR,90,ETA,30,90,ETA,VF,VF,VF,ETA,180,VF,VF,VR,90,ETA,VR,VF,VF,ETA,VF,120,VF,90,ETA,VF,360,ETA,ETA,90,ETA,VR,VF,90,90,VR,90,90,VF,90,VF,30,VOA,VF,ETA,VR,VF,90,VF,30,ETA,90,30,ETA,60,ETA,120,90,90,ETA,ETA,ETA,VR,VR,90,VF,VOA,ETA,-1,VF,VF,90,90,VF,90,ETA,ETA,180,90,90,VR,VF,ETA,90,ETA,ETA,ETA,90,ETA,90,VR,VR,ETA,90,VF,VF,ETA,VR,VOA,ETA,ETA,180,90,30,90,ETA,VF,VR,VF,90,VF,90,VF,VR,ETA,ETA,VR,90,90,90,ETA,90,VF,ETA,90,VR,15,ETA,VF,VF,VF,30,ETA,VR,VR,ETA,30,ETA,VR,90,90,90,90,90,90,90,ETA,ETA,90,90,VOA,30,VF,90,90,ETA,90,90,90,VR,VR,ETA,ETA
LUX,VR,ETA,90,VF,90,90,180,180,VOA,VF,ETA,VR,VF,VR,ETA,ETA,VF,ETA,240,90,30,VF,90,90,90,90,VR,90,VR,VOA,VF,90,VR,VOA,VR,VR,VR,90,ETA,30,90,ETA,VF,VF,VF,ETA,180,VF,VF,VR,90,ETA,VR,VF,VF,ETA,VF,120,VF,90,ETA,VF,360,ETA,ETA,90,ETA,VR,VF,90,90,90,90,90,VF,90,VF,30,VOA,VF,ETA,VR,VF,90,VF,90,ETA,90,30,ETA,60,ETA,120,90,90,ETA,15,ETA,VR,VR,90,VF,VOA,14,VF,-1,VF,90,90,VF,90,ETA,ETA,180,90,90,VR,VF,ETA,90,ETA,ETA,ETA,90,ETA,90,90,VR,ETA,90,VF,VF,ETA,VR,VOA,ETA,ETA,180,90,30,90,ETA,VF,VR,VF,90,VF,90,VF,VR,ETA,ETA,VR,90,90,90,ETA,90,VF,ETA,90,VR,15,ETA,VF,VF,VF,30,ETA,VR,VR,ETA,30,ETA,VR,90,90,90,90,90,90,90,ETA,ETA,90,90,VOA,30,VF,90,90,ETA,90,90,90,VR,90,ETA,ETA
LVA,VR,ETA,90,VF,90,90,180,180,VOA,VF,ETA,VR,VF,VR,ETA,ETA,VF,ETA,90,90,30,VF,90,90,90,90,VR,90,VR,VOA,VF,90,VR,VOA,VR,VR,VR,90,ETA,30,90,ETA,VF,VF,VF,ETA,180,VF,VF,VR,90,ETA,VR,VF,VF,ETA,VF,120,VF,90,ETA,VF,360,ETA,ETA,90,ETA,VR,VF,90,90,VR,90,90,VF,90,VF,30,VOA,VF,ETA,VR,VF,90,VF,30,ETA,90,30,ETA,60,ETA,120,90,90,ETA,ETA,ETA,VR,VR,90,VF,VOA,ETA,VF,VF,-1,90,90,VF,90,ETA,ETA,180,90,90,VR,VF,ETA,90,ETA,ETA,ETA,90,ETA,90,VR,VR,ETA,90,VF,VF,ETA,VR,VOA,ETA,VR,180,90,30,90,ETA,VF,VR,VF,90,VF,90,VF,VR,ETA,ETA,VR,90,90,90,ETA,90,VF,ETA,90,VR,15,ETA,VF,VF,VF,30,ETA,VR,VR,ETA,30,ETA,VR,90,90,90,90,30,90,90,ETA,ETA,90,90,VOA,30,VF,90,90,VR,90,90,90,VR,VR,ETA,ETA
MAC,VR,VR,90,90,30,30,90,30,VR,90,ETA,VR,90,VR,VR,ETA,90,ETA,VR,90,30,VR,ETA,90,30,14,VR,VR,VR,VR,90,90,VF,VOA,VR,VR,VR,VR,ETA,90,VR,ETA,90,90,90,ETA,180,90,VF,VR,90,90,VR,90,90,ETA,90,120,90,30,ETA,180,VR,ETA,ETA,VR,ETA,VR,90,90,VR,VR,180,VR,90,90,90,30,VOA,VF,21,VR,90,90,90,VR,ETA,90,VR,ETA,VR,ETA,30,31,90,VR,ETA,ETA,VR,VR,ETA,90,VOA,ETA,90,90,90,-1,90,90,90,ETA,ETA,180,VR,90,90,90,30,90,90,ETA,ETA,90,ETA,30,90,VR,ETA,90,90,90,ETA,VR,VOA,ETA,VR,VR,VR,14,ETA,ETA,90,VR,90,VR,VF,ETA,90,30,ETA,ETA,VR,VR,30,VR,ETA,VR,90,ETA,90,VR,VR,ETA,90,90,90,VR,ETA,VR,VR,ETA,30,VR,VR,ETA,ETA,VR,VR,30,ETA,ETA,90,ETA,VR,90,VR,VR,90,30,VR,ETA,30,30,90,VR,30,VR,ETA
