Passport,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
NAM,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,3,0,0,3,2,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2,0,3,0,0,0,2,3,0,3,0,3,0,0,0,0,2,0,0,0,3,2,3,0,2,3,3,2,0,0,3,0,0,3,0,0,3,0,3,1,0,2,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,3,3,3,-1,0,2,2,0,0,2,0,0,0,0,3,0,3,2,0,0,0,0,0,0,2,0,0,2,0,0,2,3,0,2,0,0,2,0,0,0,2,0,0,0,3,2,0,0,2,0,0,0,2,0,3,3,2,2,0,3,2,0,0,0,0,0,3,0,0,3,2,3,0,3,3,3
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,2,3,0,2,0,0,0,2,3,0,0,0,3,0,0,0,0,2,0,0,0,3,2,0,0,3,3,3,3,0,0,0,0,0,3,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,3,0,0,2,2,0,0,0,3,0,0,0,0,2,3,2,2,0,0,-1,3,2,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,2,0,0,3,3,0,3,0,0,2,0,0,0,2,0,0,0,0,2,0,3,3,0,0,0,2,0,0,3,0,2,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3,2,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,2,2,2,2,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,2,0,0,0,0,2,0,3,3,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
NIC,0,0,3,3,0,3,2,0,0,3,0,0,3,0,0,2,3,0,3,3,3,3,2,3,3,0,0,0,0,0,3,3,0,1,0,0,0,0,2,2,0,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,0,3,3,2,3,0,0,2,0,2,0,3,0,3,0,0,3,3,3,3,3,1,3,2,0,3,0,3,0,2,0,0,2,0,2,0,3,3,0,2,0,0,0,2,3,1,2,3,3,3,2,0,3,3,2,2,0,0,3,0,3,0,3,0,2,2,2,2,3,2,0,2,-1,3,3,2,0,0,0,0,3,0,3,2,0,3,0,3,3,3,2,3,3,2,0,0,2,3,0,0,3,3,2,0,0,0,2,3,3,3,0,2,0,0,2,0,0,0,2,0,3,0,3,2,3,2,2,0,3,0,2,3,3,3,0,0,2,3,0,0,2,2
NLD,0,2,3,3,3,3,3,3,1,3,2,0,3,0,2,2,3,2,3,3,3,3,3,3,3,3,0,3,0,1,3,3,0,1,0,0,0,3,2,3,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,0,2,3,2,0,3,3,3,3,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,0,0,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,0,3,2,3,2,2,2,3,2,3,3,0,2,3,-1,3,2,0,1,2,0,3,3,3,3,2,3,0,3,3,3,3,3,0,2,2,0,3,3,3,2,3,3,2,3,0,3,2,3,3,3,3,2,0,0,2,3,2,0,3,3,3,3,2,3,3,2,2,3,3,1,3,3,3,3,2,3,3,3,0,3,2,2
NOR,0,2,3,3,3,3,3,3,1,3,2,0,3,0,2,2,3,2,3,3,3,3,3,3,3,3,0,3,0,1,3,3,0,1,0,0,0,3,2,3,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,0,2,3,2,0,3,3,3,3,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,0,0,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,0,3,2,3,0,2,2,3,2,3,3,0,2,3,3,-1,2,0,1,2,0,3,3,3,2,2,3,0,3,3,3,3,3,0,2,2,0,2,3,3,2,3,3,2,3,0,3,2,3,3,3,3,2,0,0,2,3,2,0,3,3,3,3,2,3,3,2,2,3,3,1,3,3,3,3,3,3,2,3,0,3,2,2
NPL,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,2,0,0,0,3,2,0,0,0,2,3,2,0,0,0,0,0,0,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,2,2,2,0,0,2,0,0,0,-1,0,0,0,3,0,0,3,2,0,0,0,0,0,3,2,0,0,2,0,0,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0
NRU,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2,3,2,0,0,0,2,3,0,3,0,3,2,0,0,0,2,0,3,0,3,2,3,0,0,2,3,2,0,0,3,0,0,3,0,0,3,0,3,1,3,2,0,0,3,0,3,2,0,0,3,0,2,3,3,3,0,0,0,0,0,3,0,1,3,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,3,3,3,0,0,2,2,0,0,2,-1,0,0,0,3,3,0,2,2,0,0,0,0,3,2,0,3,2,0,0,2,3,2,2,0,0,2,0,0,0,2,0,0,0,3,2,0,0,2,2,0,0,2,2,3,0,0,2,3,3,2,0,0,0,2,0,3,0,2,3,2,3,0,0,2,3
NZL,0,2,3,3,3,3,3,3,3,3,2,0,3,0,2,2,3,2,3,3,3,3,3,3,3,3,0,3,0,1,3,3,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,0,2,3,2,0,3,3,3,3,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,0,0,3,3,1,3,3,3,3,3,3,3,3,2,2,3,2,3,0,3,2,3,0,2,2,3,2,3,3,0,2,3,3,3,2,0,-1,3,2,3,3,3,2,2,3,0,3,2,3,3,3,0,2,2,0,2,3,2,2,3,3,2,3,0,0,2,3,3,3,3,2,0,0,2,3,2,0,2,2,2,3,3,2,3,2,2,0,3,1,3,3,3,3,2,3,2,3,0,3,2,2
OMN,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,2,0,3,3,3,3,0,2,0,3,3,0,3,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,2,3,0,0,0,3,3,0,0,0,2,0,0,0,3,2,1,3,0,2,0,2,0,0,0,0,0,3,0,0,3,0,3,1,0,3,0,0,0,0,0,3,0,3,2,3,2,0,0,3,3,2,3,0,0,0,0,1,2,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,0,0,2,2,3,2,3,0,0,2,2,0,0,2,0,1,-1,2,0,0,3,2,0,0,0,0,2,3,3,0,0,2,3,0,2,3,0,2,0,0,2,3,0,0,2,0,0,0,0,2,3,0,2,3,2,0,2,0,0,3,2,2,2,2,2,0,0,0,2,0,3,0,0,3,2,3,2,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,2,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,0,2,2,0,0,2,0,0,0,2,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,3,0,0,2,0,0,2,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0
PAN,0,0,3,3,0,3,2,3,0,3,2,0,3,0,0,2,3,0,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,0,3,3,2,3,3,0,2,0,2,0,3,0,3,3,3,3,3,0,3,3,1,3,2,0,3,3,3,3,2,0,0,2,0,2,0,3,3,0,2,2,0,0,3,3,1,2,3,3,3,2,0,3,3,2,2,3,0,3,0,3,2,3,0,2,2,2,2,3,0,0,2,3,3,3,2,0,0,0,0,-1,3,3,2,0,3,0,3,3,3,3,3,3,2,0,0,2,3,0,0,3,3,2,0,0,0,2,3,3,3,0,2,0,0,2,0,0,0,2,0,3,0,3,2,2,2,2,3,3,0,2,3,3,0,2,0,2,3,0,3,2,2
PER,0,0,3,3,0,3,2,3,0,3,2,0,3,0,0,2,3,2,3,3,3,3,3,3,3,3,0,3,0,0,3,3,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,0,0,0,2,0,2,0,3,0,3,3,3,3,3,3,3,3,1,0,2,0,3,3,3,3,2,0,0,2,0,2,0,3,3,0,2,2,0,0,2,3,1,2,3,3,3,2,3,3,3,2,2,3,2,3,0,3,2,3,0,2,2,2,2,3,0,0,2,2,3,3,2,0,0,0,0,3,-1,3,2,2,3,0,3,3,3,3,3,3,2,0,0,2,3,0,0,0,3,2,3,0,0,2,3,3,3,0,2,0,0,2,3,0,0,2,0,3,0,3,2,2,2,2,0,3,0,2,3,3,0,2,3,2,0,0,3,2,2
PHL,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,3,2,2,3,0,0,0,0,2,3,0,0,0,3,0,0,0,0,2,0,3,0,3,2,0,0,0,2,3,2,0,0,0,0,0,3,0,0,3,0,3,1,0,2,0,0,3,0,0,0,0,3,2,2,3,0,0,0,0,3,0,0,0,2,0,1,2,0,0,0,3,3,0,0,2,2,0,2,0,0,0,3,0,3,2,2,2,2,3,0,0,2,2,0,0,2,0,0,0,0,0,3,-1,2,2,0,0,0,0,3,2,0,0,3,0,0,2,3,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,2,3,2,0,2,0,2,0,0,2,3,2,2,0,0,0,2,0,3,0,3,3,2,0,0,0,0,0
PLW,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,3,0,0,3,0,3,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,0,0,3,2,0,3,3,2,3,3,3,3,2,3,0,0,2,3,2,0,3,0,0,0,3,0,3,3,3,3,1,0,2,0,3,3,3,0,2,0,0,2,0,2,3,0,3,0,2,0,0,0,2,3,1,2,3,3,3,2,0,3,3,2,2,3,3,0,0,3,0,0,0,2,2,2,2,3,0,0,2,2,3,3,2,2,0,0,0,3,3,3,-1,2,3,0,3,0,3,2,3,3,2,0,0,2,3,2,0,0,3,2,0,0,0,2,3,3,3,0,2,0,0,2,0,0,0,2,2,0,0,0,2,3,2,2,0,0,3,2,3,3,0,2,3,2,3,0,0,0,2
PNG,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,3,2,2,0,2,0,0,0,2,3,0,3,0,3,2,0,0,0,2,0,3,0,3,2,3,0,0,2,3,2,0,0,3,0,0,3,0,0,3,0,3,1,0,2,0,0,3,0,3,0,0,0,3,0,2,0,3,0,0,2,0,0,0,2,0,1,3,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,3,2,3,0,0,2,2,0,0,2,2,0,0,0,3,3,3,2,-1,0,0,0,0,3,2,0,0,2,0,0,2,3,2,2,0,0,2,0,0,0,2,0,0,0,3,2,0,0,2,2,0,0,2,2,0,0,0,2,0,3,2,0,0,0,0,0,3,0,2,3,2,3,0,0,0,2
POL,0,2,3,3,3,3,3,3,1,3,2,0,3,0,2,2,3,2,3,3,3,3,3,3,3,3,0,3,0,1,3,3,0,1,0,0,0,3,2,3,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,0,2,3,2,0,3,3,3,0,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,0,0,3,3,1,2,3,3,3,3,3,3,3,2,2,3,3,3,0,3,2,3,0,2,2,3,2,3,2,0,2,3,3,3,2,0,1,2,0,3,3,3,3,2,-1,0,3,3,3,3,3,0,2,2,0,3,3,3,2,3,3,2,3,0,3,2,3,3,3,3,2,0,0,2,3,2,0,3,3,3,3,2,3,3,2,2,3,3,1,3,3,3,3,2,3,3,3,0,3,2,2
PRK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,2,3,2,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,-1,0,0,3,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
PRT,0,2,3,3,3,3,3,3,1,3,2,0,3,0,2,2,3,2,3,3,3,3,3,3,3,3,0,3,0,1,3,3,0,1,0,0,0,3,2,3,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,0,2,3,2,0,3,3,3,3,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,0,0,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,0,3,2,3,2,2,2,3,2,3,3,0,2,3,3,3,2,0,1,2,0,3,3,3,3,2,3,0,-1,3,3,3,3,0,2,2,0,3,3,3,2,3,3,2,3,0,3,2,3,3,3,3,2,0,0,2,3,2,0,3,3,3,3,2,3,3,2,2,3,3,1,3,3,3,3,2,3,3,3,0,3,2,2
PRY,0,0,3,3,3,3,2,0,0,3,2,0,3,0,2,2,3,2,3,3,0,3,3,3,0,0,0,3,0,0,3,3,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,0,0,2,0,2,0,3,0,3,0,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,0,0,2,0,2,0,3,3,0,2,2,0,0,2,3,1,2,3,3,3,2,0,3,3,2,2,3,0,3,0,3,0,3,0,2,2,3,2,3,0,0,2,3,3,3,2,0,0,2,2,3,3,3,2,0,3,0,3,-1,3,3,3,3,2,0,0,2,3,0,0,3,3,2,3,0,0,2,3,3,3,0,2,0,0,2,0,0,0,2,0,0,0,3,2,3,2,2,3,3,0,2,3,3,3,0,0,2,3,0,3,2,2
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,2,3,0,0,0,3,0,0,0,0,2,0,0,0,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,3,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,3,3,0,0,2,0,0,0,0,2
QAT,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,2,0,0,3,3,3,0,2,0,3,2,0,3,0,0,0,0,3,1,0,0,0,3,2,2,3,2,0,0,0,2,3,0,3,0,3,0,0,0,0,2,0,0,0,3,2,1,3,0,2,0,2,0,0,0,3,0,3,3,0,3,0,3,1,0,2,0,0,0,0,0,3,0,3,2,0,2,0,3,3,3,2,3,0,0,0,0,1,2,0,0,0,2,3,0,0,2,2,0,0,0,0,0,2,3,2,2,2,3,2,3,0,0,2,3,0,0,2,0,1,3,2,3,0,3,2,0,0,0,0,2,3,-1,0,0,2,0,3,2,3,0,2,3,0,2,3,0,3,2,0,0,0,3,2,3,0,2,3,2,0,2,0,0,3,3,2,2,2,2,3,0,0,2,0,3,0,2,3,2,3,2,3,0,0
ROU,0,2,3,3,3,3,3,3,1,3,2,0,3,0,0,2,3,2,3,3,3,3,2,3,3,3,0,3,0,1,3,3,0,1,0,0,0,3,2,3,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,0,2,3,2,0,3,3,3,0,3,3,3,3,3,3,1,3,2,0,3,3,3,2,2,3,3,2,2,2,3,3,3,2,2,2,0,0,3,3,1,2,3,3,3,3,3,3,3,2,2,3,3,3,0,3,2,3,2,2,2,3,2,3,2,0,2,3,3,3,2,0,1,2,0,3,3,3,3,2,3,0,3,3,3,3,-1,0,2,2,0,3,3,3,2,3,3,2,3,0,3,2,3,3,3,0,2,0,0,2,2,2,0,3,3,3,3,3,3,3,3,2,3,3,0,3,3,3,3,2,3,3,3,0,0,3,2
RUS,0,2,0,0,3,3,3,3,0,0,3,0,0,0,0,2,0,2,3,3,3,0,3,3,3,3,0,3,0,0,0,3,0,1,0,0,0,3,2,2,3,3,0,0,0,2,3,0,3,0,3,2,0,0,0,2,0,3,0,3,2,0,3,0,2,3,2,0,0,3,3,3,3,3,0,3,0,3,1,0,2,0,0,3,0,3,2,0,3,2,3,2,0,3,3,0,3,2,0,0,3,0,1,2,0,0,0,3,3,0,3,2,3,1,2,3,0,0,2,3,3,2,2,3,2,3,3,0,2,3,0,0,2,2,0,2,0,3,3,3,3,0,0,0,0,3,3,3,0,-1,2,2,0,2,0,0,2,3,0,2,3,0,3,0,0,0,0,3,2,0,0,2,3,3,0,2,2,3,3,3,2,3,2,2,3,3,0,3,0,3,3,3,3,3,0,0,3,2,2
RWA,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,1,0,3,2,0,2,2,0,2,0,0,0,2,3,0,0,0,3,0,0,0,0,2,0,0,0,3,2,0,0,3,3,3,2,0,0,3,0,0,0,0,0,3,0,3,1,0,2,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,3,2,0,2,0,2,2,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,0,3,2,0,0,-1,0,0,2,3,0,2,0,0,2,0,2,3,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,3,3,0,0,0,0,0,3,0,0,3,2,0,0,0,2,2
SAU,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,3,0,2,0,3,2,0,3,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,2,3,0,0,0,3,3,0,0,0,2,0,0,0,3,2,0,3,0,2,0,2,0,0,0,3,0,3,3,0,3,0,3,1,0,2,0,0,0,0,0,3,0,3,2,3,2,0,3,3,3,2,3,0,0,0,0,1,2,0,0,0,2,3,0,0,2,2,0,0,0,0,0,2,0,0,2,2,3,2,3,0,0,2,3,0,0,2,0,1,3,2,3,0,3,2,0,0,0,0,0,3,3,0,0,2,-1,0,2,0,0,2,3,0,2,0,0,0,2,0,0,0,0,2,3,0,2,2,2,0,2,0,0,3,2,2,2,2,2,0,0,0,2,0,3,0,0,3,2,3,2,3,0,0
SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,2,0,0,0,3,2,0,0,3,2,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,-1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,3,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,3,0,0,2,0,2,3,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,0,3,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,2,0,1,2,0,0,0,2,3,0,0,2,2,0,0,0,3,0,0,0,0,2,3,2,2,3,0,3,3,2,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,3,2,0,0,3,0,0,-1,3,0,3,0,0,2,0,0,0,2,0,0,0,0,2,0,3,3,0,0,0,2,0,0,3,0,2,0,0,2,0,0,0,2,0,3,0,0,0,2,0,0,0,0,2
SGP,0,3,3,3,3,3,3,3,1,3,2,0,3,0,3,2,3,2,3,3,3,3,2,3,3,3,0,3,0,1,3,3,3,3,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,3,3,3,3,2,0,3,3,3,0,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,0,0,3,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,0,3,3,3,3,2,2,3,2,3,3,0,2,3,3,3,2,0,1,2,2,3,3,3,2,2,3,0,3,3,3,3,3,0,3,2,0,3,-1,2,2,3,3,2,3,0,0,2,3,3,3,3,2,0,0,2,3,2,0,2,2,3,3,3,2,3,3,3,0,3,1,3,3,3,0,3,3,2,3,0,3,3,3
SLB,0,0,0,3,3,0,2,3,0,3,0,0,3,0,0,2,3,0,3,3,0,3,2,0,3,0,0,3,0,1,3,0,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,2,3,0,0,2,3,2,0,3,3,3,0,0,3,3,3,3,3,1,3,2,0,3,3,3,3,2,0,0,3,0,2,3,3,3,0,2,0,0,0,3,3,1,3,3,3,3,2,0,3,3,2,2,0,2,0,0,3,0,0,0,2,2,3,2,3,0,0,2,3,3,3,2,2,0,0,0,3,3,3,2,2,3,0,3,0,3,2,3,0,2,0,0,2,3,-1,2,3,3,2,0,0,0,2,3,3,3,3,2,0,0,2,0,0,0,2,2,3,0,0,2,2,3,3,0,0,0,2,3,3,0,2,3,2,3,0,0,3,3
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,2,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,2,0,3,0,3,2,0,0,3,3,3,3,0,0,3,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,3,0,0,0,3,0,2,3,3,0,0,0,0,3,0,2,0,0,3,0,0,0,2,0,0,0,2,2,0,0,0,3,0,0,0,0,2,2,3,2,3,2,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,3,3,0,-1,0,0,2,0,0,0,2,0,0,0,3,2,0,0,3,0,0,0,2,0,3,0,0,2,0,0,3,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0
SLV,0,0,3,3,3,3,2,0,0,3,0,0,3,0,0,2,3,0,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,1,0,0,0,3,2,2,3,2,3,3,3,2,3,3,3,0,3,0,0,3,3,2,3,0,3,3,2,3,3,0,2,0,2,0,3,0,3,0,3,3,3,3,3,3,1,3,2,0,3,3,3,3,2,3,0,2,0,2,0,3,3,0,2,0,0,0,2,3,1,2,3,3,3,2,0,3,3,2,2,0,0,3,0,3,0,3,0,2,2,2,2,3,0,0,2,3,3,3,2,0,0,0,0,3,0,3,2,0,3,0,3,3,3,2,3,3,2,0,0,2,3,0,0,-1,3,2,0,0,0,2,3,3,3,0,2,0,0,2,0,0,0,2,0,3,0,3,2,0,2,2,0,3,0,2,3,3,0,0,0,2,3,0,0,2,2
